ct2010,count,NAME,income,population,state,county,tract,GEOID20,area_x,city,OBJECTID_1,OBJECTID,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,CBSA10,METRO_NAME,HRS2020,RHRS20,Shape_Leng,Shape_Area,EQINTER20,area_y,area_code
682.0,913,"Census Tract 682, Kings County, New York",729.0,2480.0, New York,47,68200,36047068200,Census Tract 682, Kings County,9382,11434,202229.0,0.0,40.6166469,-73.9241304,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02056776528,2.152083e-05,3,202228,682.0
682.0,913,"Census Tract 682, Queens County, New York",238.0,974.0, New York,81,68200,36081068200,Census Tract 682, Queens County,9038,11051,230135.0,0.0,40.6677937,-73.7504129,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02435463336,2.450935e-05,3,230137,682.0
686.0,255,"Census Tract 686, Kings County, New York",380.0,1596.0, New York,47,68600,36047068600,Census Tract 686, Kings County,9564,11624,148006.0,0.0,40.6148226,-73.9172817,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01973699285,1.575015e-05,3,148006,686.0
687.0,421,"Census Tract 687, Queens County, New York",1094.0,4002.0, New York,81,68700,36081068700,Census Tract 687, Queens County,9039,11052,278501.0,0.0,40.7303105,-73.8692955,35620.0,"New York-Newark-Jersey City, N",2.979572,3.0,0.02720183378,2.968752e-05,3,278501,687.0
688.0,462,"Census Tract 688, Kings County, New York",436.0,1796.0, New York,47,68800,36047068800,Census Tract 688, Kings County,9372,11423,156912.0,0.0,40.6172158,-73.9191004,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01684417006,1.669861e-05,3,156913,688.0
690.0,1120,"Census Tract 690, Kings County, New York",487.0,1994.0, New York,47,69000,36047069000,Census Tract 690, Kings County,9873,11945,172913.0,0.0,40.6199654,-73.9206701,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02103766848,1.840218e-05,3,172914,690.0
690.0,1120,"Census Tract 690, Queens County, New York",784.0,3746.0, New York,81,69000,36081069000,Census Tract 690, Queens County,9040,11053,350534.0,0.0,40.6603465,-73.7554142,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.03145527409,3.732762e-05,4,350536,690.0
692.0,503,"Census Tract 692, Kings County, New York",671.0,2434.0, New York,47,69200,36047069200,Census Tract 692, Kings County,9373,11424,182215.0,0.0,40.6236755,-73.9200888,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0205629921,1.939318e-05,3,182216,692.0
693.0,161,"Census Tract 693, Queens County, New York",686.0,2791.0, New York,81,69300,36081069300,Census Tract 693, Queens County,9062,11080,142998.0,0.0,40.7288894,-73.8632273,35620.0,"New York-Newark-Jersey City, N",2.127155,2.1,0.01587818769,1.524281e-05,2,142997,693.0
694.0,679,"Census Tract 694, Queens County, New York",795.0,3352.0, New York,81,69400,36081069400,Census Tract 694, Queens County,9063,11081,520067.0,4775.0,40.6551441,-73.7493644,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.04090095493,5.588541e-05,4,524842,694.0
695.0,426,"Census Tract 695, Queens County, New York",622.0,2247.0, New York,81,69500,36081069500,Census Tract 695, Queens County,9064,11082,213219.0,0.0,40.7260562,-73.8675083,35620.0,"New York-Newark-Jersey City, N",2.996268,3.0,0.01986174951,2.272705e-05,3,213218,695.0
696.02,1193,"Census Tract 696.02, Kings County, New York",1593.0,5247.0, New York,47,69602,36047069602,Census Tract 696.02, Kings County,7784,9618,688168.0,172866.0,40.622761,-73.9092489,35620.0,"New York-Newark-Jersey City, N",3.195678,3.2,0.05202289738,9.163835e-05,3,861034,696.02
697.01,110,"Census Tract 697.01, Queens County, New York",994.0,4071.0, New York,81,69701,36081069701,Census Tract 697.01, Queens County,9065,11083,132473.0,0.0,40.7268771,-73.8602046,35620.0,"New York-Newark-Jersey City, N",2.182739,2.2,0.0217629264,1.412058e-05,2,132473,697.01
697.02,817,"Census Tract 697.02, Queens County, New York",988.0,3637.0, New York,81,69702,36081069702,Census Tract 697.02, Queens County,9082,11105,441419.0,0.0,40.722253,-73.8628711,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02782537091,4.704873e-05,3,441421,697.02
698.0,433,"Census Tract 698, Kings County, New York",343.0,1351.0, New York,47,69800,36047069800,Census Tract 698, Kings County,9374,11425,500249.0,120721.0,40.6112503,-73.9170851,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.04348550382,6.607887e-05,3,620971,698.0
700.0,412,"Census Tract 700, Kings County, New York",379.0,1419.0, New York,47,70000,36047070000,Census Tract 700, Kings County,9383,11435,201893.0,0.0,40.6200459,-73.9067408,35620.0,"New York-Newark-Jersey City, N",4.0,4.0,0.01967312401,2.148637e-05,4,201894,700.0
703.0,535,"Census Tract 703, Queens County, New York",538.0,2129.0, New York,81,70300,36081070300,Census Tract 703, Queens County,9252,11291,241047.0,0.0,40.7162794,-73.8593568,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02773210112,2.568975e-05,3,241048,703.0
707.0,654,"Census Tract 707, Queens County, New York",693.0,2535.0, New York,81,70700,36081070700,Census Tract 707, Queens County,9083,11106,222061.0,0.0,40.7150711,-73.8555663,35620.0,"New York-Newark-Jersey City, N",2.637297,2.6,0.02007126584,2.366565e-05,3,222060,707.0
709.0,604,"Census Tract 709, Queens County, New York",748.0,2992.0, New York,81,70900,36081070900,Census Tract 709, Queens County,7854,9691,219537.0,0.0,40.7192652,-73.8550205,35620.0,"New York-Newark-Jersey City, N",2.562705,2.6,0.02341904612,2.339808e-05,3,219535,709.0
711.0,457,"Census Tract 711, Queens County, New York",1521.0,6162.0, New York,81,71100,36081071100,Census Tract 711, Queens County,9084,11107,375475.0,0.0,40.7220697,-73.8524948,35620.0,"New York-Newark-Jersey City, N",2.688132,2.7,0.04259879863,4.002006e-05,3,375477,711.0
713.06,246,"Census Tract 713.06, Queens County, New York",1668.0,6678.0, New York,81,71306,36081071306,Census Tract 713.06, Queens County,8565,10511,181335.0,0.0,40.7261621,-73.8560468,35620.0,"New York-Newark-Jersey City, N",2.020127,2.0,0.02004364893,1.932897e-05,2,181338,713.06
717.01,73,"Census Tract 717.01, Queens County, New York",1214.0,4844.0, New York,81,71701,36081071701,Census Tract 717.01, Queens County,7767,9593,190067.0,0.0,40.7313333,-73.859881,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02203331683,2.026084e-05,3,190066,717.01
717.02,39,"Census Tract 717.02, Queens County, New York",959.0,4022.0, New York,81,71702,36081071702,Census Tract 717.02, Queens County,7768,9594,226980.0,0.0,40.733477,-73.8628305,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02597323075,2.419675e-05,3,226981,717.02
719.0,305,"Census Tract 719, Queens County, New York",705.0,2525.0, New York,81,71900,36081071900,Census Tract 719, Queens County,9218,11256,165953.0,0.0,40.7346875,-73.8556228,35620.0,"New York-Newark-Jersey City, N",3.030989,3.0,0.01685921682,1.769163e-05,3,165956,719.0
722.0,577,"Census Tract 722, Kings County, New York",797.0,3067.0, New York,47,72200,36047072200,Census Tract 722, Kings County,9384,11437,257171.0,0.0,40.6319998,-73.9243888,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02839952545,2.737422e-05,2,257173,722.0
723.0,652,"Census Tract 723, Queens County, New York",534.0,2043.0, New York,81,72300,36081072300,Census Tract 723, Queens County,7676,9476,470056.0,0.0,40.7162398,-73.847744,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.03332868629,5.009617e-05,2,470054,723.0
724.0,412,"Census Tract 724, Kings County, New York",507.0,1883.0, New York,47,72400,36047072400,Census Tract 724, Kings County,9385,11438,192192.0,0.0,40.6341061,-73.9270557,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02211955416,2.045816e-05,2,192193,724.0
726.0,556,"Census Tract 726, Kings County, New York",567.0,2421.0, New York,47,72600,36047072600,Census Tract 726, Kings County,9386,11439,275168.0,0.0,40.6324139,-73.9338762,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02284580758,2.928972e-05,2,275167,726.0
728.0,457,"Census Tract 728, Kings County, New York",1013.0,3787.0, New York,47,72800,36047072800,Census Tract 728, Kings County,9559,11619,212050.0,0.0,40.6294856,-73.9270042,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02603365166,2.257018e-05,2,212048,728.0
729.0,434,"Census Tract 729, Queens County, New York",315.0,1341.0, New York,81,72900,36081072900,Census Tract 729, Queens County,9090,11113,193731.0,0.0,40.7128119,-73.8521815,35620.0,"New York-Newark-Jersey City, N",2.672518,2.7,0.01867143048,2.064577e-05,3,193730,729.0
730.0,485,"Census Tract 730, Kings County, New York",652.0,2526.0, New York,47,73000,36047073000,Census Tract 730, Kings County,9874,11946,185122.0,0.0,40.6262004,-73.9298509,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02532956938,1.970334e-05,2,185123,730.0
731.0,509,"Census Tract 731, Queens County, New York",384.0,1535.0, New York,81,73100,36081073100,Census Tract 731, Queens County,9094,11117,189843.0,0.0,40.7109534,-73.8463317,35620.0,"New York-Newark-Jersey City, N",2.765107,2.8,0.02289013621,2.023105e-05,3,189844,731.0
732.0,429,"Census Tract 732, Kings County, New York",476.0,2162.0, New York,47,73200,36047073200,Census Tract 732, Kings County,9387,11440,159928.0,0.0,40.6279296,-73.9336064,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01673522231,1.702228e-05,2,159929,732.0
734.0,365,"Census Tract 734, Kings County, New York",443.0,1698.0, New York,47,73400,36047073400,Census Tract 734, Kings County,9419,11476,151105.0,0.0,40.6278153,-73.9374778,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01606763935,1.608311e-05,2,151106,734.0
736.0,362,"Census Tract 736, Kings County, New York",943.0,3383.0, New York,47,73600,36047073600,Census Tract 736, Kings County,9421,11478,178017.0,0.0,40.6240356,-73.9357989,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01866510083,1.894634e-05,2,178016,736.0
737.0,229,"Census Tract 737, Queens County, New York",546.0,2052.0, New York,81,73700,36081073700,Census Tract 737, Queens County,9095,11118,210609.0,0.0,40.7184405,-73.8432492,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01928408943,2.24464e-05,2,210609,737.0
738.0,438,"Census Tract 738, Kings County, New York",935.0,3606.0, New York,47,73800,36047073800,Census Tract 738, Kings County,9656,11716,180580.0,0.0,40.6224095,-73.9390773,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01837117723,1.921872e-05,2,180580,738.0
739.0,130,"Census Tract 739, Queens County, New York",1503.0,5530.0, New York,81,73900,36081073900,Census Tract 739, Queens County,9091,11114,224293.0,0.0,40.7236929,-73.8442715,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.02312459574,2.390674e-05,1,224293,739.0
740.0,382,"Census Tract 740, Kings County, New York",846.0,3649.0, New York,47,74000,36047074000,Census Tract 740, Kings County,9422,11479,162388.0,0.0,40.6273942,-73.9412567,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01734041481,1.728382e-05,2,162388,740.0
741.0,141,"Census Tract 741, Queens County, New York",797.0,3057.0, New York,81,74100,36081074100,Census Tract 741, Queens County,9321,11364,172198.0,0.0,40.7282813,-73.8470444,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.01809435339,1.83552e-05,1,172197,741.0
742.0,504,"Census Tract 742, Kings County, New York",742.0,3051.0, New York,47,74200,36047074200,Census Tract 742, Kings County,9875,11947,174327.0,0.0,40.6269944,-73.9449753,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01742744379,1.855452e-05,2,174327,742.0
744.0,500,"Census Tract 744, Kings County, New York",585.0,2611.0, New York,47,74400,36047074400,Census Tract 744, Kings County,9423,11480,170074.0,0.0,40.6223292,-73.9431173,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01741162241,1.810057e-05,2,170074,744.0
745.0,164,"Census Tract 745, Queens County, New York",1058.0,4104.0, New York,81,74500,36081074500,Census Tract 745, Queens County,9092,11115,174486.0,0.0,40.7361049,-73.8508368,35620.0,"New York-Newark-Jersey City, N",3.011451,3.0,0.02104171859,1.86015e-05,3,174487,745.0
746.0,404,"Census Tract 746, Kings County, New York",552.0,2654.0, New York,47,74600,36047074600,Census Tract 746, Kings County,9424,11481,202040.0,0.0,40.6186094,-73.942635,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02569348883,2.150131e-05,2,202039,746.0
748.0,345,"Census Tract 748, Kings County, New York",410.0,1867.0, New York,47,74800,36047074800,Census Tract 748, Kings County,9425,11482,176549.0,0.0,40.6218931,-73.9468957,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01747960838,1.878948e-05,2,176548,748.0
749.0,565,"Census Tract 749, Queens County, New York",389.0,1440.0, New York,81,74900,36081074900,Census Tract 749, Queens County,7670,9470,359060.0,0.0,40.7132499,-73.8400754,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02551842753,3.826572e-05,2,359065,749.0
750.0,460,"Census Tract 750, Kings County, New York",661.0,2688.0, New York,47,75000,36047075000,Census Tract 750, Kings County,9702,11765,173420.0,0.0,40.6265678,-73.948766,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01733410233,1.845788e-05,2,173420,750.0
752.0,300,"Census Tract 752, Kings County, New York",259.0,1007.0, New York,47,75200,36047075200,Census Tract 752, Kings County,7753,9574,173194.0,0.0,40.6261531,-73.9525462,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01733454527,1.843383e-05,2,173195,752.0
754.0,345,"Census Tract 754, Kings County, New York",324.0,1225.0, New York,47,75400,36047075400,Census Tract 754, Kings County,9600,11660,173457.0,0.0,40.6214738,-73.9507115,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01733603718,1.846038e-05,2,173457,754.0
756.0,349,"Census Tract 756, Kings County, New York",516.0,2027.0, New York,47,75600,36047075600,Census Tract 756, Kings County,9420,11477,173546.0,0.0,40.6168562,-73.9479894,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01704217562,1.846876e-05,2,173547,756.0
757.02,333,"Census Tract 757.02, Queens County, New York",1229.0,5409.0, New York,81,75702,36081075702,Census Tract 757.02, Queens County,7764,9590,352706.0,0.0,40.7243375,-73.8401994,35620.0,"New York-Newark-Jersey City, N",1.0,1.0,0.02745921761,3.7594e-05,1,352704,757.02
758.0,405,"Census Tract 758, Kings County, New York",459.0,1555.0, New York,47,75800,36047075800,Census Tract 758, Kings County,9426,11483,205261.0,0.0,40.6164751,-73.9519619,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01989288783,2.184341e-05,2,205260,758.0
760.0,294,"Census Tract 760, Kings County, New York",648.0,2695.0, New York,47,76000,36047076000,Census Tract 760, Kings County,9427,11484,181582.0,0.0,40.6213569,-73.9547885,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01986307116,1.932502e-05,2,181582,760.0
762.0,257,"Census Tract 762, Kings County, New York",1130.0,4729.0, New York,47,76200,36047076200,Census Tract 762, Kings County,9428,11485,188043.0,0.0,40.6257185,-73.9564859,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01799484854,2.001386e-05,2,188042,762.0
764.0,181,"Census Tract 764, Kings County, New York",831.0,3607.0, New York,47,76400,36047076400,Census Tract 764, Kings County,9679,11740,161588.0,0.0,40.6319262,-73.9586448,35620.0,"New York-Newark-Jersey City, N",2.003951,2.0,0.0203490232,1.719993e-05,2,161589,764.0
766.0,112,"Census Tract 766, Kings County, New York",497.0,2056.0, New York,47,76600,36047076600,Census Tract 766, Kings County,9429,11486,82578.0,0.0,40.6331871,-73.956842,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01327867266,8.79003e-06,2,82578,766.0
768.0,457,"Census Tract 768, Kings County, New York",812.0,3575.0, New York,47,76800,36047076800,Census Tract 768, Kings County,8260,10163,303359.0,0.0,40.6188042,-73.9608017,35620.0,"New York-Newark-Jersey City, N",2.952144,3.0,0.02794540862,3.228425e-05,3,303360,768.0
769.01,269,"Census Tract 769.01, Queens County, New York",980.0,4081.0, New York,81,76901,36081076901,Census Tract 769.01, Queens County,9253,11292,181026.0,0.0,40.7164575,-73.8375688,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02424682991,1.9293e-05,2,181026,769.01
769.02,90,"Census Tract 769.02, Queens County, New York",277.0,1158.0, New York,81,76902,36081076902,Census Tract 769.02, Queens County,9093,11116,101240.0,0.0,40.7150342,-73.8340325,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01428927103,1.078955e-05,2,101241,769.02
770.0,256,"Census Tract 770, Kings County, New York",584.0,2672.0, New York,47,77000,36047077000,Census Tract 770, Kings County,9430,11487,163281.0,0.0,40.6361361,-73.9538295,35620.0,"New York-Newark-Jersey City, N",2.050408,2.1,0.02314426189,1.738111e-05,2,163281,770.0
772.0,363,"Census Tract 772, Kings County, New York",800.0,3250.0, New York,47,77200,36047077200,Census Tract 772, Kings County,9491,11551,404333.0,0.0,40.6316094,-73.953177,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.03310882368,4.303812e-05,2,404333,772.0
773.0,114,"Census Tract 773, Queens County, New York",529.0,2049.0, New York,81,77300,36081077300,Census Tract 773, Queens County,9096,11119,279069.0,0.0,40.7109133,-73.8352803,35620.0,"New York-Newark-Jersey City, N",2.056107,2.1,0.03148221636,2.973963e-05,2,279070,773.0
774.0,168,"Census Tract 774, Kings County, New York",882.0,3321.0, New York,47,77400,36047077400,Census Tract 774, Kings County,9492,11552,147764.0,0.0,40.63168,-73.947607,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02551486299,1.57283e-05,2,147765,774.0
775.0,262,"Census Tract 775, Queens County, New York",512.0,2213.0, New York,81,77500,36081077500,Census Tract 775, Queens County,9097,11120,229489.0,0.0,40.7091018,-73.8323371,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.0237699961,2.445498e-05,2,229486,775.0
776.0,349,"Census Tract 776, Kings County, New York",955.0,3707.0, New York,47,77600,36047077600,Census Tract 776, Kings County,9493,11553,186545.0,0.0,40.6309255,-73.9411361,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.02243174474,1.985585e-05,2,186543,776.0
779.03,124,"Census Tract 779.03, Queens County, New York",794.0,3234.0, New York,81,77903,36081077903,Census Tract 779.03, Queens County,9098,11122,263829.0,0.0,40.7192184,-73.8215941,35620.0,"New York-Newark-Jersey City, N",2.172816,2.2,0.02330984424,2.811882e-05,2,263828,779.03
779.04,917,"Census Tract 779.04, Queens County, New York",1368.0,5783.0, New York,81,77904,36081077904,Census Tract 779.04, Queens County,9259,11299,385726.0,0.0,40.7209651,-73.8141647,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02715318462,4.111146e-05,3,385723,779.04
779.05,60,"Census Tract 779.05, Queens County, New York",716.0,2873.0, New York,81,77905,36081077905,Census Tract 779.05, Queens County,9099,11123,275174.0,0.0,40.7173276,-73.8129618,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0286845524,2.932719e-05,3,275173,779.05
779.08,78,"Census Tract 779.08, Queens County, New York",604.0,3048.0, New York,81,77908,36081077908,Census Tract 779.08, Queens County,10107,12212,200497.0,0.0,40.7256168,-73.8136929,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01932461419,2.137084e-05,3,200496,779.08
780.0,470,"Census Tract 780, Kings County, New York",521.0,2260.0, New York,47,78000,36047078000,Census Tract 780, Kings County,9876,11948,164534.0,0.0,40.6344979,-73.9391486,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01684154123,1.751419e-05,2,164535,780.0
782.0,347,"Census Tract 782, Kings County, New York",1250.0,4667.0, New York,47,78200,36047078200,Census Tract 782, Kings County,9494,11554,168304.0,0.0,40.6378537,-73.9414429,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01995496985,1.791638e-05,2,168305,782.0
784.0,407,"Census Tract 784, Kings County, New York",661.0,2316.0, New York,47,78400,36047078400,Census Tract 784, Kings County,9797,11863,167427.0,0.0,40.6342624,-73.9429558,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01696969565,1.782196e-05,2,167427,784.0
788.0,746,"Census Tract 788, Queens County, New York",420.0,1935.0, New York,81,78800,36081078800,Census Tract 788, Queens County,9100,11124,192534.0,0.0,40.670331,-73.7903645,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02006753902,2.050547e-05,3,192534,788.0
790.0,982,"Census Tract 790, Queens County, New York",594.0,2527.0, New York,81,79000,36081079000,Census Tract 790, Queens County,9155,11187,260592.0,0.0,40.6724831,-73.7966161,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02559779591,2.775475e-05,3,260592,790.0
792.0,986,"Census Tract 792, Queens County, New York",437.0,2488.0, New York,81,79200,36081079200,Census Tract 792, Queens County,9101,11125,363822.0,0.0,40.6689234,-73.7969557,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02718290156,3.874717e-05,3,363820,792.0
794.0,274,"Census Tract 794, Kings County, New York",377.0,1758.0, New York,47,79400,36047079400,Census Tract 794, Kings County,9592,11652,222181.0,0.0,40.6486053,-73.955286,35620.0,"New York-Newark-Jersey City, N",2.928856,2.9,0.02015939915,2.365541e-05,3,222182,794.0
796.01,225,"Census Tract 796.01, Kings County, New York",807.0,3630.0, New York,47,79601,36047079601,Census Tract 796.01, Kings County,8776,10750,110399.0,0.0,40.6565964,-73.9582723,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01377713251,1.175543e-05,2,110399,796.01
796.02,156,"Census Tract 796.02, Kings County, New York",1172.0,4949.0, New York,47,79602,36047079602,Census Tract 796.02, Kings County,8777,10751,134996.0,0.0,40.6527603,-73.9576551,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01539418312,1.437367e-05,2,134995,796.02
797.01,93,"Census Tract 797.01, Queens County, New York",1838.0,6669.0, New York,81,79701,36081079701,Census Tract 797.01, Queens County,7765,9591,111312.0,0.0,40.7533454,-73.824756,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.01620407811,1.18697e-05,3,111313,797.01
797.02,229,"Census Tract 797.02, Queens County, New York",1009.0,4259.0, New York,81,79702,36081079702,Census Tract 797.02, Queens County,7629,9413,285450.0,0.0,40.7513617,-73.8293898,35620.0,"New York-Newark-Jersey City, N",3.786157,3.8,0.0267832525,3.043791e-05,4,285452,797.02
798.01,287,"Census Tract 798.01, Kings County, New York",623.0,3121.0, New York,47,79801,36047079801,Census Tract 798.01, Kings County,7785,9619,129680.0,0.0,40.6600109,-73.9587186,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.01487975646,1.380916e-05,2,129679,798.01
798.02,106,"Census Tract 798.02, Kings County, New York",1119.0,5197.0, New York,47,79802,36047079802,Census Tract 798.02, Kings County,7786,9620,106366.0,0.0,40.6579906,-73.9613711,35620.0,"New York-Newark-Jersey City, N",2.0,2.0,0.0154712784,1.132634e-05,2,106367,798.02
799.0,566,"Census Tract 799, Queens County, New York",761.0,3215.0, New York,81,79900,36081079900,Census Tract 799, Queens County,9102,11127,287107.0,0.0,40.7469887,-73.8273758,35620.0,"New York-Newark-Jersey City, N",3.000787,3.0,0.02503452778,3.061267e-05,3,287109,799.0
800.0,566,"Census Tract 800, Kings County, New York",826.0,3451.0, New York,47,80000,36047080000,Census Tract 800, Kings County,9877,11949,173679.0,0.0,40.660686,-73.9537667,35620.0,"New York-Newark-Jersey City, N",2.199907,2.2,0.01842140903,1.849468e-05,2,173679,800.0
802.0,399,"Census Tract 802, Kings County, New York",994.0,4764.0, New York,47,80200,36047080200,Census Tract 802, Kings County,9602,11662,185243.0,0.0,40.6576399,-73.9534407,35620.0,"New York-Newark-Jersey City, N",2.196096,2.2,0.01880656248,1.972535e-05,2,185244,802.0
803.01,692,"Census Tract 803.01, Queens County, New York",874.0,3804.0, New York,81,80301,36081080301,Census Tract 803.01, Queens County,8942,10941,315989.0,0.0,40.7447985,-73.8308776,35620.0,"New York-Newark-Jersey City, N",3.003638,3.0,0.03468959193,3.369073e-05,3,315988,803.01
804.0,412,"Census Tract 804, Kings County, New York",685.0,3147.0, New York,47,80400,36047080400,Census Tract 804, Kings County,9593,11653,189757.0,0.0,40.6589744,-73.9489902,35620.0,"New York-Newark-Jersey City, N",2.999541,3.0,0.01976447402,2.020628e-05,3,189757,804.0
806.0,363,"Census Tract 806, Kings County, New York",777.0,3199.0, New York,47,80600,36047080600,Census Tract 806, Kings County,9594,11654,166310.0,0.0,40.661659,-73.9438615,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02027346432,1.771025e-05,3,166310,806.0
810.0,227,"Census Tract 810, Kings County, New York",473.0,2202.0, New York,47,81000,36047081000,Census Tract 810, Kings County,9661,11721,162403.0,0.0,40.659113,-73.9445489,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.02179546913,1.729357e-05,3,162403,810.0
814.0,1267,"Census Tract 814, Kings County, New York",619.0,2485.0, New York,47,81400,36047081400,Census Tract 814, Kings County,9631,11691,170174.0,0.0,40.6536407,-73.940238,35620.0,"New York-Newark-Jersey City, N",2.18324,2.2,0.01714914841,1.811973e-05,2,170175,814.0
814.0,1267,"Census Tract 814, Queens County, New York",930.0,4488.0, New York,81,81400,36081081400,Census Tract 814, Queens County,8943,10944,369558.0,0.0,40.6707019,-73.8039344,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.0259249264,3.93592e-05,3,369557,814.0
816.0,319,"Census Tract 816, Kings County, New York",702.0,2594.0, New York,47,81600,36047081600,Census Tract 816, Kings County,9567,11627,179640.0,0.0,40.6535296,-73.9442053,35620.0,"New York-Newark-Jersey City, N",2.159826,2.2,0.01898297543,1.912748e-05,2,179640,816.0
818.0,951,"Census Tract 818, Kings County, New York",991.0,4367.0, New York,47,81800,36047081800,Census Tract 818, Kings County,7754,9575,157920.0,0.0,40.6530923,-73.9479752,35620.0,"New York-Newark-Jersey City, N",2.172238,2.2,0.01707766613,1.681466e-05,2,157920,818.0
818.0,951,"Census Tract 818, Queens County, New York",794.0,4084.0, New York,81,81800,36081081800,Census Tract 818, Queens County,8944,10945,375118.0,0.0,40.6705126,-73.8090801,35620.0,"New York-Newark-Jersey City, N",3.0,3.0,0.03064926112,3.995124e-05,3,375117,818.0
820.0,216,"Census Tract 820, Kings County, New York",1136.0,5247.0, New York,47,82000,36047082000,Census Tract 820, Kings County,9632,11692,148600.0,0.0,40.653453,-73.9513097,35620.0,"New York-Newark-Jersey City, N",2.195621,2.2,0.01672142278,1.582233e-05,2,148599,820.0
822.0,242,"Census Tract 822, Kings County, New York",1526.0,7257.0, New York,47,82200,36047082200,Census Tract 822, Kings County,9633,11693,169857.0,0.0,40.6532888,-73.9544282,35620.0,"New York-Newark-Jersey City, N",2.11564,2.1,0.01752180476,1.808566e-05,2,169856,822.0
824.0,521,"Census Tract 824, Kings County, New York",1084.0,4789.0, New York,47,82400,36047082400,Census Tract 824, Kings County,9718,11781,214365.0,0.0,40.6488474,-73.9493577,35620.0,"New York-Newark-Jersey City, N",3.380487,3.4,0.01948161454,2.282299e-05,4,214362,824.0
826.0,587,"Census Tract 826, Kings County, New York",1303.0,4428.0, New York,47,82600,36047082600,Census Tract 826, Kings County,9634,11694,199091.0,0.0,40.6450647,-73.9489732,35620.0,"New York-Newark-Jersey City, N",3.011559,3.0,0.01891844691,2.119578e-05,3,199090,826.0
